¶	ADJcar	¶
!	PONfrt	!

Toute	ADVgen	tout
m'	PROper	je
en	PROadv	en
entremeterai	VERcjg	entremetre
!	PONfrt	!

J'	PROper	je
en	PROadv	en
ferai	VERcjg	faire
comme	CONsub	comme
de	PRE	de
la	DETdef	le
moie	PROpos	mon
.	PONfrt	.

“	PONpga	“
Dis	VERcjg	dire
tu	PROper	tu
donques	ADVgen	donc
que	CONsub	que
ele	PROper	il
est	VERcjg	estre
toie	ADJpos	ton
?	PONfrt	?

“	PONpga	“
Oïl	ADVgen	öil
,	PONfbl	,
je	PROper	je
le	PROper	il
di	VERcjg	dire
voirement	ADVgen	voirement
!	PONfrt	!

“	PONpga	“
Met	VERcjg	mettre
jus	ADVgen	jus
la	DETdef	le
pel	NOMcom	pel
,	PONfbl	,
va	VERcjg	aler
si	ADVgen	si
te	PROper	tu
pent	VERcjg	pendre
ou	PROrel	où
tu	PROper	tu
ailles	VERcjg	aler
en	PRE	en
la	DETdef	le
longaingne	NOMcom	longagne
!	PONfrt	!

Certes	ADVgen	certes
,	PONfbl	,
or	ADVgen	or
ai	VERcjg	avoir
je	PROper	je
grant	ADJqua	grant
engaingne	NOMcom	engaigne
quant	CONsub	cant
tu	PROper	tu
deviens	VERcjg	devenir
si	ADVgen	si
orguilleuse	ADJqua	orgoillos
!	PONfrt	!

Pute	ADJqua	put
ribaude	NOMcom	ribaude
pooilleuse	ADJqua	pëoillos
,	PONfbl	,
va	VERcjg	aler
tost	ADVgen	tost
si	ADVgen	si
vuide	VERcjg	vuidier
ma	DETpos	mon
meson	NOMcom	maison
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
vous	PROper	vous
dites	VERcjg	dire
desreson	NOMcom	desraison
qui	PROrel	que
por	PRE	por
le	DETdef	le
mien	PROpos	mon
me	PROper	je
ledengiez	VERcjg	laigner
.	PONfrt	.

Se	CONsub	se
vous	PROper	vous
seur	PRE	sur
sainz	ADJqua	saint
juré	VERppe	jurer
l'	PROper	il
aviez	VERcjg	avoir
,	PONfbl	,
s'	ADVgen	si
est	VERcjg	estre
ele	PROper	il
moie	ADJpos	mon
toute	DETind	tout
voie	NOMcom	voie
.	PONfrt	.

“	PONpga	“
Vuide	VERcjg	vuidier
l'	DETdef	le
ostel	NOMcom	ostel
,	PONfbl	,
va	VERcjg	aler
si	ADVgen	si
te	PROper	tu
noie	VERcjg	noiier
!	PONfrt	!

Je	PROper	je
n'	ADVneg	ne
ai	VERcjg	avoir
cure	NOMcom	cure
de	PRE	de
ton	DETpos	ton
service	NOMcom	service
que	PROrel	que
trop	ADVgen	trop
es	VERcjg	être
pautoniere	ADJqua	pautonier
et	CONcoo	et
nice	ADJqua	nice
!	PONfrt	!

Se	CONsub	se
mesires	NOMcom	messire
juré	VERppe	jurer
l'	PROper	il
avoit	VERcjg	avoir
,	PONfbl	,
ceenz	ADVgen	cenz
ne	ADVneg	ne
te	PROper	tu
garantiroit	VERcjg	garantir
,	PONfbl	,
si	ADVgen	si
t'	PROper	tu
ai	VERcjg	avoir
jẹ	PROper	je
ore	ADVgen	or
cueilli	VERppe	cueillir
en	PRE	en
hé	NOMcom	hé
!	PONfrt	!

“	PONpga	“
Parmi	PRE	parmi
le	DETdef	le
col	NOMcom	col
ait	VERcjg	avoir
mal	ADVgen	mal
dehé	VERppe	defé
qui	PROrel	que
jamés	ADVgen	jamais
jor	NOMcom	jor
vous	PROper	vous
servira	VERcjg	servir
!	PONfrt	!

J'	PROper	je
atendrai	VERcjg	atendre
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
vendra	VERcjg	venir
et	CONcoo	et
puis	ADVgen	puis
aprés	ADVgen	après
si	ADVgen	si
m'	PROper	je
en	PROadv	en
irai	VERcjg	aler
.	PONfrt	.

De	PRE	de
vous	PROper	vous
a	PRE	a
lui	PROper	il
me	PROper	je
clamerai	VERcjg	clamer
!	PONfrt	!

“	PONpga	“
Clameras	VERcjg	clamer
?	PONfrt	?

Pute	ADJqua	put
viex	ADJqua	vieux
buinarde	NOMcom	buinarde
,	PONfbl	,
pullente	ADJqua	pullent
ribaude	NOMcom	ribaude
bastarde	ADJqua	bastart
!	PONfrt	!

“	PONpga	“
Bastarde	NOMcom	bastarde
?	PONfrt	?

Dame	NOMcom	dame
,	PONfbl	,
or	ADVgen	or
dites	VERcjg	dire
mal	NOMcom	mal
!	PONfrt	!

Li	DETdef	le
vostre	ADJpos	vostre
enfant	NOMcom	enfant
sont	VERcjg	estre
molt	ADVgen	moult
loial	ADJqua	loyal
que	CONsub	que
vous	PROper	vous
avez	VERcjg	avoir
du	PRE.DETdef	de.le
prestre	NOMcom	prêtre
eüs	VERppe	avoir
?	PONfrt	?

“	PONpga	“
Par	PRE	par
la	DETdef	le
passïon	NOMcom	passion
Dieu	NOMpro	Dieu
,	PONfbl	,
met	VERcjg	metre
jus	ADVgen	jus
la	DETdef	le
pel	NOMcom	pel
ou	PROrel	où
tu	PROper	tu
le	PROper	il
comparras	VERcjg	comparer
!	PONfrt	!

“	PONpga	“
Miex	ADVgen	mieux
vous	PROper	vous
vendroit	VERcjg	venir
estre	VERinf	estre
a	PRE	a
Arras	NOMpro	Arras
,	PONfbl	,
par	PRE	par
les	DETdef	le
sainz	ADJqua	saint
Dieu	NOMpro	Dieu
,	PONfbl	,
voire	ADVgen	voir
a	PRE	a
Coloingne	NOMpro	Coloigne
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
la	DETdef	le
dame	NOMcom	dame
prent	VERcjg	prendre
sa	DETpos	son
quenoille	NOMcom	conoille
.	PONfrt	.

.I	PROcar	un
.	PONfrt	.

cop	NOMcom	coup
l'	PROper	il
en	PROadv	en
done	VERcjg	doner
et	CONcoo	et
ele	PROper	il
crie	VERcjg	crïer
:	PONfbl	:
“	PONpga	“
Par	PRE	par
la	DETdef	le
vertu	NOMcom	vertu
sainte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
mar	ADVgen	mar
m'	PROper	je
i	PROadv	i
avez	VERcjg	avoir
a	PRE	a
tort	NOMcom	tort
batue	VERppe	batre
!	PONfrt	!

La	DETdef	le
pel	NOMcom	pel
vous	PROper	vous
ert	VERcjg	être
molt	ADVgen	moult
chier	ADJqua	chier
vendue	VERppe	vendre
ainçois	ADVgen	ainçois
que	CONsub	que
je	PROper	je
muire	VERcjg	morir
de	PRE	de
mort	NOMcom	mort
!	PONfrt	!

”	PONpdr	”
Lors	ADVgen	lors
pleure	VERcjg	pleurer
et	CONcoo	et
fet	VERcjg	faire
.i	PROind	un
.	PONfrt	.

duel	NOMcom	duel
si	ADVgen	si
fort	ADJqua	fort
.	PONfrt	.

A	PRE	a
la	DETdef	le
noise	NOMcom	noise
et	CONcoo	et
a	PRE	a
la	DETdef	le
tençon	NOMcom	tançon
entra	VERcjg	entrer
le	DETdef	le
prestre	NOMcom	prêtre
en	PRE	en
la	DETdef	le
meson	NOMcom	maison
.	PONfrt	.

“	PONpga	“
Qu'	PROint	que
est	VERcjg	estre
ce	PROdem	ce
?	PONfrt	?

dist	VERcjg	dire
il	PROper	il
.	PONfrt	.

Qui	PROint	que
t'	PROper	tu
a	VERcjg	avoir
ce	PROdem	ce
fet	VERppe	faire
?	PONfrt	?

“	PONpga	“
Ma	DETpos	mon
dame	NOMcom	dame
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
sanz	PRE	sans
mesfet	NOMcom	mesfait
!	PONfrt	!

“	PONpga	“
Sanz	PRE	sans
mesfet	VERppe	mesfaire
?	PONfrt	?

Voir	ADVgen	voir
,	PONfbl	,
ne	ADVneg	ne
fu	VERcjg	estre
ce	PROdem	ce
mie	ADVneg	mie
qu'	CONsub	que
ele	PROper	il
t'	PROper	tu
a	VERcjg	avoir
fet	VERppe	faire
tel	DETind	tel
vilonie	NOMcom	vilonie
.	PONfrt	.

“	PONpga	“
Par	PRE	par
Dieu	NOMpro	Dieu
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
por	PRE	por
la	DETdef	le
pel	NOMcom	pel
fu	VERcjg	estre
qui	PROrel	que
la	PROper	il
pent	VERcjg	pendre
encoste	PRE	encoste
ce	PROdem	ce
fu	NOMcom	feu
.	PONfrt	.

Sachiez	VERcjg	savoir
que	CONsub	que
vous	PROper	vous
me	PROper	je
commandastes	VERcjg	commander
ersoir	ADVgen	ersoir
quant	CONsub	cant
vous	PROper	vous
couchier	VERinf	couchier
alastes	VERcjg	aller
que	CONsub	que
noz	DETpos	notre
ostes	NOMcom	oste
,	PONfbl	,
sire	NOMcom	seignor
Davis	NOMpro	Davis
,	PONfbl	,
fust	VERcjg	estre
aaisiez	VERppe	aisier
a	PRE	a
son	DETpos	son
devis	NOMcom	devis
,	PONfbl	,
et	CONcoo	et
je	PROper	je
fis	VERcjg	faire
vo	DETpos	votre
commandement	NOMcom	commandement
,	PONfbl	,
et	CONcoo	et
il	PROper	il
me	PROper	je
dona	VERcjg	doner
vraiement	ADVgen	vraiment
la	DETdef	le
pel	NOMcom	pel
.	PONfrt	.

Sor	PRE	sor
sainz	NOMcom	saint
le	PROper	il
juerrai	VERcjg	juer
que	CONsub	que
molt	ADVgen	moult
bien	ADVgen	bien
deservie	VERppe	desservir
l'	PROper	il
ai	VERcjg	avoir
!	PONfrt	!

”	PONpdr	”
Li	DETdef	le
doiens	NOMcom	doyen
ot	VERcjg	avoir
et	CONcoo	et
aperçoit	VERcjg	apercevoir
aus	PRE.DETdef	à.le
paroles	NOMcom	parole
qu'	PROrel	que
ele	PROper	il
disoit	VERcjg	dire
l'	PROper	il
avoit	VERcjg	avoir
ses	DETpos	son
ostes	NOMcom	oste
enganee	VERppe	enganer
.	PONfrt	.

Por	PRE	por
ce	PROdem	ce
li	PROper	il
ot	VERcjg	avoir
sa	DETpos	son
pel	NOMcom	pel
donee	VERppe	doner
.	PONfrt	.

S'	PROper	soi
en	PROadv	en
fu	VERcjg	estre
corouciez	VERppe	courroucer
et	CONcoo	et
plains	ADJqua	plein
d'	PRE	de
ire	NOMcom	ire
,	PONfbl	,
mes	CONcoo	mais
son	DETpos	son
pensser	VERinf	penser
n'	ADVneg	ne
en	PROadv	en
osa	VERcjg	oser
dire	VERinf	dire
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
se	CONsub	se
Diex	NOMpro	Dieu
me	PROper	je
saut	VERcjg	salir
,	PONfbl	,
vous	PROper	vous
avez	VERcjg	avoir
fet	VERppe	faire
trop	ADVgen	trop
vilain	ADJqua	vilain
saut	NOMcom	saut
.	PONfrt	.

Petit	ADJqua	petit
me	PROper	je
prisiez	VERcjg	prisier
et	CONcoo	et
doutez	VERcjg	doter
qui	PROrel	que
ma	DETpos	mon
mesnie	NOMcom	maisniee
me	PROper	je
batez	VERcjg	batre
!	PONfrt	!

“	PONpga	“
Ba	INJ	bah
!	PONfrt	!

Qu'	CONsub	que
ele	PROper	il
veut	VERcjg	vouloir
ma	DETpos	mon
pel	NOMcom	pel
avoir	VERinf	avoir
!	PONfrt	!

Sire	NOMcom	seignor
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
saviez	VERcjg	savoir
le	DETdef	le
voir	NOMcom	voir
de	PRE	de
la	DETdef	le
honte	NOMcom	honte
qu'	PROrel	que
ele	PROper	il
m'	PROper	je
a	VERcjg	avoir
dite	VERppe	dire
,	PONfbl	,
vous	PROper	vous
l'	PROper	il
en	PROadv	en
renderiez	VERcjg	rendre
la	DETdef	le
merite	NOMcom	mérite
,	PONfbl	,
qui	PROrel	que
voz	DETpos	vostre
enfanz	NOMcom	enfant
m'	PROper	je
a	VERcjg	avoir
reprovez	VERppe	reprover
!	PONfrt	!

Mauvesement	ADVgen	mauvaisement
vous	PROper	vous
en	PROadv	en
provez	VERcjg	prover
qui	PROrel	que
soufrez	VERcjg	souffrir
qu'	CONsub	que
ele	PROper	il
me	PROper	je
ledange	VERcjg	ledangier
et	CONcoo	et
honist	VERcjg	honir
toute	PROind	tout
par	PRE	par
sa	DETpos	son
jangle	NOMcom	jange
!	PONfrt	!

Je	PROper	je
ne	ADVneg	ne
sai	VERcjg	savoir
qu'	PROrel	que
il	PROimp	il
en	PROadv	en
avendra	VERcjg	advenir
!	PONfrt	!

Ja	ADVgen	ja
ma	DETpos	mon
pel	NOMcom	pel
ne	ADVneg	ne
li	PROper	il
remaindra	VERcjg	remanoir
!	PONfrt	!

“	PONpga	“
Vostre	PROpos	vostre
?	PONfrt	?

”	PONpdr	”
“	PONpga	“
Voire	ADVgen	voir
!	PONfrt	!

”	PONpdr	”
“	PONpga	“
Par	PRE	par
quel	DETint	quel
reson	NOMcom	raison
?	PONfrt	?

“	PONpga	“
Nostre	DETpos	notre
ostes	NOMcom	oste
jut	VERcjg	jesir
en	PRE	en
no	DETpos	notre
meson	NOMcom	maison
sor	PRE	sor
ma	DETpos	mon
coute	NOMcom	coute
,	PONfbl	,
sor	PRE	sor
mes	DETpos	mon
linceus	NOMcom	linceu
,	PONfbl	,
que	CONsub	que
maugré	NOMcom	maugré
en	PROadv	en
ait	VERcjg	avoir
sainz	ADJqua	saint
Aceus	NOMpro	Acieus
,	PONfbl	,
si	ADVgen	si
volez	VERcjg	voloir
ore	ADVgen	or
tout	PROind	tout
savoir	VERinf	savoir
!	PONfrt	!

“	PONpga	“
Bele	ADJqua	bel
dame	NOMcom	dame
,	PONfbl	,
or	ADVgen	or
me	PROper	je
dites	VERcjg	dire
voir	ADJqua	voir
,	PONfbl	,
par	PRE	par
cele	DETdem	cil
foi	NOMcom	foi
que	PROrel	que
me	PROper	je
plevistes	VERcjg	plevir
quant	CONsub	cant
vous	PROper	vous
primes	ADVgen	prim
ceenz	ADVgen	cenz
venistes	VERcjg	venir
,	PONfbl	,
cele	DETdem	cil
pel	NOMcom	pel
doit	VERcjg	devoir
ele	PROper	il
estre	VERinf	estre
vostre	ADJpos	vostre
?	PONfrt	?

“	PONpga	“
Oïl	ADVgen	öil
,	PONfbl	,
par	PRE	par
sainte	ADJqua	saint
patrenostre	NOMcom	patrenostre
!	PONfrt	!

”	PONpdr	”
Et	CONcoo	et
la	DETdef	le
baissele	NOMcom	baisselle
dist	VERcjg	dire
adonques	ADVgen	adonc
:	PONfbl	:
“	PONpga	“
Biaus	ADJqua	beau
sire	NOMcom	seignor
,	PONfbl	,
ne	ADVneg	ne
le	PROper	il
creez	VERcjg	croire
onques	ADVgen	onque
!	PONfrt	!

Ele	PROper	elle
me	PROper	je
fu	VERcjg	estre
ainçois	ADVgen	ainçois
donee	VERppe	doner
!	PONfrt	!

“	PONpga	“
Ha	INJ	ha
!	PONfrt	!

Pute	NOMcom	poute
,	PONfbl	,
mal	ADVgen	mal
fusses	VERcjg	estre
tu	PROper	tu
nee	VERppe	naistre
!	PONfrt	!

On	PROind	on
vous	PROper	vous
dona	VERcjg	doner
la	DETdef	le
passïon	NOMcom	passion
!	PONfrt	!

Alez	VERcjg	aler
tost	ADVgen	tost
hors	ADVgen	hors
de	PRE	de
ma	DETpos	mon
meson	NOMcom	maison
que	CONsub	que
male	ADJqua	mal
honte	NOMcom	honte
vous	PROper	vous
aviegne	VERcjg	avenir
!	PONfrt	!

“	PONpga	“
Par	PRE	par
le	DETdef	le
saint	ADJqua	saint
signe	NOMcom	signe
de	PRE	de
Compiegne	NOMpro	Compiègne
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
vous	PROper	vous
avez	VERcjg	avoir
tort	NOMcom	tort
!	PONfrt	!

“	PONpga	“
Non	ADVneg	non
ai	VERcjg	avoir
quar	CONcoo	car
je	PROper	je
le	PROper	il
haz	NOMcom	hap
de	PRE	de
mort	NOMcom	mort
por	PRE	por
ce	PROdem	ce
qu'	CONsub	que
ele	PROper	il
est	VERcjg	estre
si	ADVgen	si
menterresse	ADJqua	menterre
,	PONfbl	,
cele	DETdem	cil
ribaude	NOMcom	ribaude
larronnesse	ADJqua	larronnes
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
que	PROint	que
vous	PROper	vous
ai	VERcjg	avoir
je	PROper	je
emblé	VERppe	embler
?	PONfrt	?

“	PONpga	“
Ribaude	NOMcom	ribaude
,	PONfbl	,
mon	DETpos	mon
orge	NOMcom	orge
et	CONcoo	et
mon	DETpos	mon
blé	NOMcom	blé
,	PONfbl	,
mes	DETpos	mon
pois	NOMcom	pois
,	PONfbl	,
mon	DETpos	mon
lart	NOMcom	lart
,	PONfbl	,
mon	DETpos	mon
pain	NOMcom	pain
fetiz	VERppe	faire
!	PONfrt	!

Certes	ADVgen	certes
,	PONfbl	,
vous	PROper	vous
estes	VERcjg	estre
trop	ADVgen	trop
chetiz	ADJqua	chetit
qui	PROrel	que
ceenz	ADVgen	cenz
l'	PROper	il
avez	VERcjg	avoir
tant	ADVgen	tant
soufferte	VERppe	souffrir
!	PONfrt	!

Sire	NOMcom	seignor
,	PONfbl	,
paiez	VERcjg	paiier
li	PROper	il
sa	DETpos	son
deserte	NOMcom	desserte
,	PONfbl	,
por	PRE	por
Dieu	NOMpro	Dieu
,	PONfbl	,
si	ADVgen	si
vous	PROper	vous
en	PROadv	en
delivrez	VERcjg	delivrer
!	PONfrt	!

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
or	ADVgen	or
m'	PROper	je
entendez	VERcjg	entendre
.	PONfrt	.

Par	PRE	par
saint	ADJqua	saint
Denis	NOMpro	Denis
je	PROper	je
vueil	VERcjg	vouloir
savoir	VERinf	savoir
la	OUT	il
quele	PROrel	quel
doit	VERcjg	devoir
la	DETdef	le
pel	NOMcom	pel
avoir	VERinf	avoir
.	PONfrt	.

Cele	DETdem	cel
pel	NOMcom	pel
qui	PROrel	que
la	PROper	il
vous	PROper	vous
dona	VERcjg	doner
?	PONfrt	?

“	PONpga	“
Nostre	DETpos	notre
ostes	NOMcom	oste
quant	CONsub	cant
il	PROper	il
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
.	PONfrt	.

“	PONpga	“
ois	VERcjg	ouïr
!	PONfrt	!

Por	PRE	por
les	DETdef	le
costez	NOMcom	costé
saint	ADJqua	saint
Martin	NOMpro	Martin
,	PONfbl	,
il	PROper	il
s'	PROper	soi
en	PROadv	en
ala	VERcjg	aller
des	PRE	des
hui	ADVgen	ui
matin	NOMcom	matin
ainz	ADVgen	ainz
que	CONsub	que
fust	VERcjg	estre
levez	VERppe	lever
li	DETdef	le
solaus	NOMcom	soleil
!	PONfrt	!

“	PONpga	“
Diex	NOMpro	Dieu
!	PONfrt	!

Com	CONsub	come
vous	PROper	vous
estes	VERcjg	estre
desloiaus	ADJqua	déloyal
qui	PROrel	que
jurez	VERcjg	jurer
si	ADVgen	si
estoutement	ADVgen	étoutement
!	PONfrt	!

Ainz	ADVgen	ains
prist	VERcjg	prendre
congié	NOMcom	congié
molt	ADVgen	moult
bonement	ADVgen	bonnement
avant	ADVgen	avant
qu'	CONsub	que
il	PROper	il
en	PROadv	en
deüst	VERcjg	devoir
aller	VERinf	aller
.	PONfrt	.

“	PONpga	“
Fu	VERcjg	estre
il	PROper	il
donques	ADVgen	donc
a	PRE	a
vo	PROper	vous
lever	VERinf	lever
?	PONfrt	?

“	PONpga	“
Nenil	ADVneg	nenil
.	PONfrt	.

Adonc	ADVgen	adonc
je	PROper	je
me	PROper	je
gisoie	VERcjg	jesir
.	PONfrt	.

De	PRE	de
lui	PROper	il
garde	NOMcom	garde
ne	ADVneg	ne
me	PROper	je
donoie	VERcjg	doner
quant	CONsub	cant
je	PROper	je
le	PROper	il
vi	VERcjg	vëoir
devant	PRE	devant
m'	DETpos	mon
esponde	NOMcom	éponde
.	PONfrt	.

Il	PROimp	il
estuet	VERcjg	estovoir
que	CONsub	que
je	PROper	je
vous	PROper	vous
desponde	VERcjg	dépondre
.	PONfrt	.

“	PONpga	“
Et	CONcoo	et
que	PROint	que
dist	VERcjg	dire
il	PROper	il
au	PRE.DETdef	a
congié	NOMcom	congié
prendre	VERinf	prendre
?	PONfrt	?

“	PONpga	“
Sire	NOMcom	seignor
,	PONfbl	,
trop	ADVgen	trop
me	PROper	je
volez	VERcjg	voloir
sorprendre	VERinf	sorprendre
!	PONfrt	!

Il	PROper	il
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
A	PRE	a
Jhesu	NOMpro	Jésus
vous	PROper	vous
commant	VERcjg	commander
!	PONfrt	!

”	PONpdr	”
Adonc	ADVgen	adonc
s'	PROper	soi
en	PROadv	en
parti	VERcjg	partir
a	PRE	a
itant	ADVgen	itant
,	PONfbl	,
ainz	ADVgen	ainz
plus	ADVgen	plus
ne	ADVneg	ne
parla	VERcjg	parler
ne	CONcoo	ne
ne	ADVneg	ne
dist	VERcjg	dire
ne	CONcoo	ne
nule	DETind	nul
rien	PROind	rien
ne	ADVneg	ne
me	PROper	je
requist	VERcjg	requérir
qui	PROrel	que
vous	PROper	vous
tornast	VERcjg	torner
a	PRE	a
vilonie	NOMcom	vilonie
,	PONfbl	,
mes	CONcoo	mais
vous	PROper	vous
i	PROadv	i
chaciez	VERcjg	chacier
boiserie	NOMcom	boiserie
!	PONfrt	!

Onques	ADVgen	onque
ne	ADVneg	ne
fui	VERcjg	estre
de	PRE	de
vous	PROper	vous
creüe	VERppe	croistre
et	CONcoo	et
si	ADVgen	si
n'	ADVneg	ne
avez	VERcjg	avoir
en	PRE	en
moi	PROper	je
veüe	VERppe	vëoir
,	PONfbl	,
grace	NOMcom	grâce
Dieu	NOMpro	Dieu
,	PONfbl	,
se	CONsub	se
molt	ADVgen	moult
grant	ADJqua	grant
bien	NOMcom	bien
non	ADVneg	non
,	PONfbl	,
mes	CONcoo	mais
vous	PROper	vous
i	PROadv	i
chaciez	VERcjg	chacier
trahison	NOMcom	trahison
,	PONfbl	,
si	ADVgen	si
m'	PROper	je
avez	VERcjg	avoir
en	PRE	en
tel	DETind	tel
prison	NOMcom	prison
mise	VERppe	metre
dont	PROrel	dont
ma	DETpos	mon
char	NOMcom	char
est	VERcjg	estre
tainte	VERppe	teindre
et	CONcoo	et
remise	VERppe	remettre
.	PONfrt	.

De	PRE	de
vostre	DETpos	vostre
ostel	NOMcom	ostel
ne	ADVneg	ne
me	PROper	je
remue	VERcjg	remüer
.	PONfrt	.

Mise	VERppe	metre
m'	PROper	je
avez	VERcjg	avoir
müer	VERinf	muer
en	PRE	en
mue	NOMcom	müe
!	PONfrt	!

Trop	ADVgen	trop
ai	VERcjg	avoir
esté	VERppe	être
en	PRE	en
vo	DETpos	votre
danger	NOMcom	dangier
por	PRE	por
vo	DETpos	votre
boivre	VERinf	boivre
,	PONfbl	,
por	PRE	por
vo	DETpos	votre
mengier	VERinf	manger
!	PONfrt	!

“	PONpga	“
Ahi	INJ	aï
!	PONfrt	!

fet	VERcjg	faire
il	PROper	il
,	PONfbl	,
fole	ADJqua	fol
mauvaise	ADJqua	mauvais
,	PONfbl	,
je	PROper	je
t'	PROper	tu
ai	VERcjg	avoir
norrie	VERppe	norrir
trop	ADVgen	trop
a	PRE	a
aise	NOMcom	aise
!	PONfrt	!

Pres	ADVgen	près
va	VERcjg	aler
que	CONsub	que
ne	ADVneg	ne
te	PROper	tu
bat	VERcjg	batre
et	CONcoo	et
tue	VERcjg	tüer
!	PONfrt	!

Je	PROper	je
sai	VERcjg	savoir
de	PRE	de
voir	ADJqua	voir
qu'	CONsub	que
il	PROper	il
t'	PROper	tu
a	VERcjg	avoir
foutue	VERppe	foutre
!	PONfrt	!

Di	VERcjg	dire
moi	PROper	je
por	PRE	por
qoi	PROrel	quoi
ne	ADVneg	ne
crias	VERcjg	crïer
tu	PROper	tu
!	PONfrt	!

Il	PROimp	il
t'	PROper	tu
estuet	VERcjg	estovoir
rompre	VERinf	rompre
le	DETdef	le
festu	NOMcom	festu
!	PONfrt	!

Va	VERcjg	aler
,	PONfbl	,
si	ADVgen	si
vuide	VERcjg	vuidier
tost	ADVgen	tost
mon	DETpos	mon
ostel	NOMcom	ostel
,	PONfbl	,
et	CONcoo	et
je	PROper	je
irai	VERcjg	aler
a	PRE	a
mon	DETpos	mon
autel	NOMcom	autel
.	PONfrt	.

Maintenant	ADVgen	maintenant
deseur	ADVgen	dessure
jurerai	VERcjg	jurer
jamés	ADVgen	jamais
en	PRE	en
ton	DETpos	ton
lit	NOMcom	lit
ne	ADVneg	ne
girrai	VERcjg	jesir
!	PONfrt	!

”	PONpdr	”
Par	PRE	par
molt	ADVgen	moult
grant	ADJqua	grant
ire	NOMcom	ire
s'	PROper	soi
est	VERcjg	estre
assis	VERppe	assëoir
corouciez	VERppe	courroucer
,	PONfbl	,
tristes	ADJqua	triste
et	CONcoo	et
penssis	ADJqua	pensif
.	PONfrt	.

Quant	CONsub	quand
la	DETdef	le
dame	NOMcom	dame
aïré	VERppe	äirier
le	PROper	il
voit	VERcjg	vëoir
,	PONfbl	,
forment	ADVgen	fortement
li	PROper	il
poise	VERcjg	peser
qu'	CONsub	que
ele	PROper	il
avoit	VERcjg	avoir
tencié	VERppe	tencer
ne	CONcoo	ne
estrivé	VERppe	estriver
a	PRE	a
lui	PROper	il
.	PONfrt	.

Molt	ADVgen	moult
crient	VERcjg	criembre
que	CONsub	que
ne	ADVneg	ne
li	PROper	il
face	VERcjg	faire
anui	NOMcom	ennui
.	PONfrt	.

En	PRE	en
sa	DETpos	son
chambre	NOMcom	chambre
s'	PROper	soi
en	PROadv	en
va	VERcjg	aler
atant	ADVgen	atant
et	CONcoo	et
li	DETdef	le
paistres	NOMcom	paître
tout	ADVgen	tout
maintenant	ADVgen	maintenant
qui	PROrel	que
ses	DETpos	son
moutons	NOMcom	mouton
avoit	VERcjg	avoir
contez	VERppe	conter
“	PONpga	“
ersoir	ADVgen	ersoir
l'	PROper	il
en	PROadv	en
fu	VERcjg	estre
li	DETdef	le
uns	PROind	un
emblez	VERppe	embler
,	PONfbl	,
il	PROper	il
ne	ADVneg	ne
set	VERcjg	savoir
qu'	PROrel	que
il	PROper	il
est	VERcjg	estre
devenuz	VERppe	devenir
-	PONfbl	-
grant	ADJqua	grant
aleüre	NOMcom	alëure
en	PROadv	en
est	VERcjg	estre
venuz	VERppe	venir
frotant	VERppa	froter
ses	DETpos	son
hines	NOMcom	hine
en	PRE	en
meson	NOMcom	maison
.	PONfrt	.

Li	DETdef	le
prestres	NOMcom	prêtre
ert	VERcjg	être
sor	PRE	sor
sa	DETpos	son
leson	NOMcom	laison
molt	ADVgen	moult
corouciez	VERppe	courroucer
et	CONcoo	et
eschaufez	VERppe	eschaufer
.	PONfrt	.

“	PONpga	“
Qu'	PROint	que
est	VERcjg	estre
ce	PROdem	ce
?	PONfrt	?

Mal	ADVgen	mal
soies	VERcjg	estre
tu	PROper	tu
trovez	VERppe	trover
!	PONfrt	!

Mauvés	ADJqua	mauvais
ribaus	NOMcom	ribal
,	PONfbl	,
dont	PROint	dont
reviens	VERcjg	revenir
tu	PROper	tu
?	PONfrt	?

Qu'	PROint	que
est	VERcjg	estre
ce	PROdem	ce
?	PONfrt	?

Comfet	VERcjg	comfaire
samblant	VERppa	sembler
fez	VERcjg	faire
tu	PROper	tu
!	PONfrt	!

Filz	NOMcom	fils
a	PRE	a
putain	NOMcom	putain
,	PONfbl	,
vilain	ADJqua	vilain
rubestes	NOMcom	rubeste
,	PONfbl	,
or	ADVgen	or
deüsses	VERcjg	devoir
