¶	ADJcar	¶
Mabile	NOMpro	Mabile
l'	DETdef	le
estrain	ADJqua	estrein
reborse	VERcjg	reborser
qu'	CONsub	que
ele	PROper	il
cuide	VERcjg	cuidier
trover	VERinf	trover
la	DETdef	le
borse	NOMcom	borse
.	PONfrt	.

“	PONpga	“
Dame	NOMcom	dame
,	PONfbl	,
or	ADVgen	or
entent	VERcjg	entendre
,	PONfbl	,
ce	PROdem	ce
dist	VERcjg	dire
Ysane	NOMpro	Isenne
.	PONfrt	.

Perdre	VERinf	perdre
puisse	VERcjg	pöoir
je	PROper	je
cors	NOMcom	corps
et	CONcoo	et
ame	NOMcom	ame
s'	CONsub	se
onques	ADVgen	onque
la	DETdef	le
borse	NOMcom	borse
soi	PROper	soi
ne	ADVneg	ne
vi	VERcjg	vëoir
!	PONfrt	!

Or	ADVgen	or
me	PROper	je
poez	VERcjg	pöoir
tuer	VERinf	tüer
ici	ADVgen	ici
!	PONfrt	!

“	PONpga	“
Par	PRE	par
Dieu	NOMpro	Dieu
,	PONfbl	,
pute	NOMcom	poute
,	PONfbl	,
tu	PROper	tu
i	PROadv	i
morras	VERcjg	morir
!	PONfrt	!

”	PONpdr	”
Par	PRE	par
les	DETdef	le
cheveus	NOMcom	cheveu
et	CONcoo	et
par	PRE	par
les	DETdef	le
dras	NOMcom	drap
l'	PROper	il
a	VERcjg	avoir
tiree	VERppe	tirer
jusqu'	PRE	jusque
a	PRE	a
ses	DETpos	son
piez	NOMcom	pié
,	PONfbl	,
et	CONcoo	et
ele	PROper	il
crie	VERcjg	crïer
:	PONfbl	:
“	PONpga	“
Aidiez	VERcjg	aider
,	PONfbl	,
aidiez	VERcjg	aidier
!	PONfrt	!

”	PONpdr	”
Quant	CONsub	quand
son	DETpos	son
houlier	NOMcom	holier
dehors	ADVgen	defors
l'	PROper	il
entent	VERcjg	entendre
,	PONfbl	,
cele	DETdem	cil
part	NOMcom	part
cort	VERcjg	corir
isnelement	ADVgen	isnellement
.	PONfrt	.

L'	DETdef	le
uis	NOMcom	uis
fiert	VERcjg	ferir
du	PRE.DETdef	de.le
pié	NOMcom	pié
sanz	PRE	sans
demorer	VERinf	demorer
si	ADVgen	si
qu'	CONsub	que
il	PROper	il
le	PROper	il
fet	VERcjg	faire
des	PRE.DETdef	de.le
gons	NOMcom	gont
voler	VERinf	voler
.	PONfrt	.

Mabile	NOMpro	Mabile
prist	VERcjg	prendre
par	PRE	par
la	DETdef	le
chevece	NOMcom	chevece
si	ADVgen	si
qu'	CONsub	que
il	PROper	il
la	PROper	il
deront	VERcjg	derompre
par	PRE	par
destrece	NOMcom	destrece
.	PONfrt	.

Tant	ADVgen	tant
est	VERcjg	estre
la	DETdef	le
robe	NOMcom	robe
derompue	VERppe	dérompre
que	CONsub	que
dusqu’au	ADJqua	ducau
cul	NOMcom	cul
en	PROadv	en
remest	VERcjg	remanoir
nue	ADJqua	nu
,	PONfbl	,
puis	ADVgen	puis
l'	PROper	il
a	VERcjg	avoir
prise	VERppe	prendre
par	PRE	par
les	DETdef	le
chevols	NOMcom	chevel
.	PONfrt	.

Du	PRE.DETdef	de.le
poing	NOMcom	poing
li	PROper	il
done	VERcjg	doner
de	PRE	de
granz	ADJqua	grant
cops	NOMcom	coup
par	PRE	par
mi	NOMcom	mi
le	DETdef	le
vis	NOMcom	vis
en	PRE	en
mi	NOMcom	mi
les	DETdef	le
joes	NOMcom	jöe
si	ADVgen	si
qu'	CONsub	que
eles	PROper	il
sont	VERcjg	estre
perses	ADJqua	pers
et	CONcoo	et
bloes	ADJqua	blo
.	PONfrt	.

Mes	CONcoo	mais
ele	PROper	il
avra	VERcjg	avoir
par	PRE	par
tens	NOMcom	temps
secors	NOMcom	secors
que	CONsub	que
son	DETpos	son
ami	NOMcom	ami
i	PROadv	i
vient	VERcjg	venir
le	DETdef	le
cors	NOMcom	corps
,	PONfbl	,
qui	PROrel	que
au	PRE.DETdef	a
crier	VERinf	crïer
l'	PROper	il
a	VERcjg	avoir
entendue	VERppe	entendre
.	PONfrt	.

Tout	ADVgen	tout
maintenant	ADVgen	maintenant
sanz	PRE	sans
atendue	VERppe	atendre
s'	PROper	soi
entreprenent	VERcjg	entreprendre
li	DETdef	le
dui	ADJcar	deus
glouton	NOMcom	glouton
.	PONfrt	.

Lors	ADVgen	lors
veïssiez	VERcjg	voir
emplir	VERinf	emplir
meson	NOMcom	maison
et	CONcoo	et
de	PRE	de
houliers	NOMcom	houlier
et	CONcoo	et
de	PRE	de
putains	NOMcom	putain
!	PONfrt	!

Chascuns	PROind	chascun
i	PROadv	i
mist	VERcjg	mettre
adonc	ADVgen	adonc
les	DETdef	le
mains	NOMcom	main
.	PONfrt	.

Lors	ADVgen	lors
veïssiez	VERcjg	voir
cheveus	NOMcom	cheveu
tirer	VERinf	tirer
,	PONfbl	,
tisons	NOMcom	tison
voler	VERinf	voler
,	PONfbl	,
dras	NOMcom	drap
deschirer	VERinf	deschirer
,	PONfbl	,
et	CONcoo	et
l'	DETdef	le
un	PROind	un
desouz	PRE	dessous
l'	DETdef	le
autre	PROind	autre
cheïr	VERinf	chëoir
!	PONfrt	!

Li	DETdef	le
marcheant	NOMcom	marchëant
corent	VERcjg	corir
veïr	VERinf	vëoir
ceus	PROdem	cil
qui	PROrel	que
orent	VERcjg	avoir
rouge	ADJqua	rouge
testee	NOMcom	testee
,	PONfbl	,
que	CONsub	que
molt	ADVgen	moult
i	PROadv	i
ot	VERcjg	avoir
dure	ADJqua	dur
meslee	VERppe	meslee
et	CONcoo	et
se	ADVgen	si
s'	PROper	soi
i	PROadv	i
mistrent	VERcjg	mettre
de	PRE	de
tel	DETind	tel
gent	NOMcom	gent
qui	PROrel	que
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
partirent	VERcjg	partir
pas	ADVneg	pas
gent	NOMcom	gent
!	PONfrt	!

Teus	PROind	tel
i	PROadv	i
entra	VERcjg	entrer
a	PRE	a
robe	NOMcom	robe
vaire	ADJqua	vair
qui	PROrel	que
la	PROper	il
trest	VERcjg	traire
rouge	ADJqua	rouge
et	CONcoo	et
a	PRE	a
refaire	VERinf	refaire
!	PONfrt	!

Boivin	NOMpro	Boivin
s'	PROper	soi
en	PROadv	en
vint	VERcjg	venir
droit	ADVgen	droit
au	PRE.DETdef	a
provost	NOMcom	prévôt
,	PONfbl	,
se	ADVgen	si
li	PROper	il
a	VERcjg	avoir
conté	VERppe	conter
mot	NOMcom	mot
a	PRE	a
mot	NOMcom	mot
de	PRE	de
chief	NOMcom	chief
en	PRE	en
chief	NOMcom	chief
la	DETdef	le
verité	NOMcom	verité
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
provos	NOMcom	provo
l'	PROper	il
a	VERcjg	avoir
escouté	VERppe	escouter
,	PONfbl	,
qui	PROrel	que
molt	ADVgen	moult
ama	VERcjg	amer
la	DETdef	le
lecherie	NOMcom	lécherie
.	PONfrt	.

Sovent	ADVgen	souvent
li	PROper	il
fist	VERcjg	faire
conter	VERinf	conter
sa	DETpos	son
vie	NOMcom	vie
a	PRE	a
ses	DETpos	son
parens	NOMcom	parent
,	PONfbl	,
a	PRE	a
ses	DETpos	son
amis	NOMcom	ami
,	PONfbl	,
qui	PROrel	que
molt	ADVgen	moult
s'	PROper	soi
en	PROadv	en
sont	VERcjg	estre
joué	VERppe	jouer
et	CONcoo	et
ris	VERppe	rire
.	PONfrt	.

Boivin	NOMpro	Boivin
remest	VERcjg	remanoir
.iii	PROcar	trois
.	PONfrt	.

jors	NOMcom	jour
entiers	ADJqua	entier
,	PONfbl	,
se	ADVgen	si
li	PROper	il
dona	VERcjg	doner
de	PRE	de
ses	DETpos	son
deniers	NOMcom	denier
li	DETdef	le
provos	NOMcom	provo
.x	PROcar	dis
.	PONfrt	.

saus	NOMcom	sou
a	PRE	a
Boivins	NOMpro	Bovivin
,	PONfbl	,
qui	PROrel	que
cest	DETdem	cest
fablel	NOMcom	fablel
fist	VERcjg	faire
a	PRE	a
Provins	NOMpro	Provin
.	PONfrt	.

